voltageMeasured,currentMeasured,Temperature_measured,Current_charge,Voltage_charge,Battery_Percentage
14.130274601597092,3.615978977865192,2.4040318935210747,1.2202530431649268,3.5105428575629816,80.0
17.77530186086726,3.3249179600904926,19.356878277586347,1.6933426265345901,4.337857140630011,79.86996937415074
13.188701829119369,3.8339630387300683,40.659268139533275,2.23739594238835,0.8321236913509972,79.72620286859745
10.205959282290475,3.693222754443825,9.749319265705092,1.4605189501599312,3.05367287223564,79.59091618756668
16.617144776763084,1.8813560793932507,34.97034895330981,2.1223450793066054,4.505627465283367,79.49860248213669
14.162807096402855,5.746036927000703,2.1692480282801463,1.808549642154682,2.8898324920287126,79.43832395417061
12.689063859839798,2.536532658218021,15.898708692471258,1.8946116320583974,2.288314937247853,79.22678615681902
1.2419744657895215,6.124025204228539,42.34991620920686,2.0979168747198615,2.8811794140357385,79.14942294352798
9.5882075024604,1.194218945815092,19.92081987090142,1.932253735251781,4.389334469040956,79.14508569902881
6.177385704243439,5.891986011652278,45.96381425608394,1.8127507462229333,0.2082253226055336,79.13683816810445
14.984175874700906,4.659729090190197,14.352071944664353,1.3521938434055447,1.5139663848857703,79.03678369713487
3.826562968263989,4.916509330235477,22.075623886741948,2.339676960440901,1.5831355315990687,78.84851974104846
4.857898617518421,3.7588263212754,1.37709390941404,2.331429645576817,3.1953745684334867,78.8065494443605
2.5869065494202137,3.5291204615486214,7.540395640420994,1.6667789484225561,2.862830898393713,78.77652109382703
18.06773258641716,2.2728667741075865,2.3104478959159733,1.2254688681190757,0.6699497246311015,78.76441609782331
13.376090622769972,1.7946242611058547,14.02451302335217,2.0276761928532894,2.974387025960408,78.65262569074446
18.17033888516007,5.598790327044769,41.22720057289093,2.441268942670651,3.613981418759616,78.60269801577363
13.95648189884352,2.3369136895434526,39.25665451508022,1.9382139962644185,4.533024809168962,78.34461685746153
5.480691390963319,5.95471966567586,14.248481172084803,2.312329141534891,0.8495756666585325,78.27842485335951
18.21340130970233,6.522096982370079,48.158123545622466,1.4725234476721865,2.1284147484309934,78.19322629159474
11.828789085671232,4.441590083908922,11.904464340940086,2.360391088584806,4.507448432672213,77.87196121076899
13.947846615987574,4.912814917741736,14.875564713655919,1.0368207084846448,1.216662835962183,77.75557429078334
16.239132560397188,3.4126699979059896,33.297512846991935,1.4919400133097978,1.353380309961289,77.56873615827827
17.56185018570648,6.771986151985576,42.820970874733334,1.2482717822890628,0.08426385789149116,77.42040382982486
13.959105773845781,2.74656179745741,45.32344612274651,1.7977714703543908,3.0586725883155057,77.09033876853381
4.363431965188445,1.8290039750137714,2.102518545796123,1.97635697220257,1.1746619188510765,76.99911445650969
9.159695775462346,3.3802838160114423,9.18899398084234,1.8019365805433474,4.102921922310777,76.98339450335489
4.020718704981878,6.6427675721901736,7.219951759838395,2.402296756696372,3.065055565566191,76.9179245969925
14.858734564539915,1.8321976984551576,32.96943449000453,1.011278384946496,4.432778411600218,76.86418702258668
12.534899988381907,4.494632560623687,11.446409908420508,2.016234999476941,2.144304920374576,76.80101656070279
2.5226996344966524,6.525215702958551,27.67831340666353,2.1827286319733936,2.619816795031136,76.65652670791964
17.237876686576147,1.8600286935529449,36.53314987969551,1.5438879829874033,2.4384912221343997,76.62668556864234
6.446866503266381,1.7124944381346732,21.011258504711115,2.1432820998333986,4.998020008428003,76.54807949097989
9.864579286823318,5.9475099988638025,47.37005427525835,1.8658563043678618,0.04844704405424227,76.54716822372554
15.518675106907802,5.702912703931454,47.0397188380122,1.7170793767248944,2.7337629640283456,76.38444797728
9.441279509046671,5.4857865505992685,8.562646660931433,1.9364674785637868,0.7692042750292011,76.15164919558839
9.377786510386565,4.596282559661868,14.671273342288337,1.3223577927865455,3.3170051931424904,76.01191779256558
5.6925570178031855,4.423662080747217,29.813338465143495,2.0042173769223326,1.2643071858606836,75.90437143445432
8.884424751009284,2.251293964085324,25.766521437423627,2.1298067193957593,0.6060675595801973,75.84146031725855
0.9673725073332329,3.0543162248056452,28.08219801096634,1.5400001329091306,3.7264611729850334,75.78948630321545
12.174134994311123,6.210489902405254,3.3299546700978846,1.8672207155957545,3.277099972756794,75.7972198842074
15.035736224080726,1.159997719949747,38.93875663439761,2.4561523761390784,4.294931697925738,75.60419690227273
6.512094768066707,5.868707972119194,41.7102704075738,2.058332962357947,0.17351495851501642,75.58505131048805
2.280272205431164,1.137633931835217,19.936181465535483,1.7631725898702026,1.1889513996644785,75.4798834468159
8.0385115286355,6.34767802439162,20.221274531356308,1.1345301027267247,2.4352841137241796,75.47850070093773
7.741169475417802,4.639695275793159,23.23135904724387,1.753556785841741,3.7622715904934827,75.34443686803932
18.301087804622334,6.07721464077459,47.26278395487809,1.1911975608897196,2.8131378542864187,75.26299433868788
8.685369968428688,6.187775596937042,23.240668226130296,2.3818538606793878,2.288287805545852,74.96335923924931
13.757216511213944,1.764866211116757,29.862359378593105,1.1577711393659962,0.5761840458036799,74.82921270259091
8.073184810765678,2.1777350510798312,25.836703468110358,2.140511559199175,2.8496889349888366,74.76362226558962
14.201155312239937,5.581504622978676,34.00027956031338,1.1093666071376533,1.8669222879212062,74.73172930605966
1.1366083193316734,5.967277883728249,8.096601796296204,2.16441135051322,4.013579032920748,74.51730510388587
10.90852225341646,6.6443539428310245,37.29150805376676,1.2952810363067226,4.439992858886391,74.52259559924318
12.702300887239325,2.794958248105175,46.14616436891234,1.138643176590285,3.0230785215554565,74.33723714287235
18.843100611082242,5.180199827793738,23.467553548155358,1.2035793494567144,4.676444596149571,74.24818105147281
1.4024000147253823,3.802014157626212,41.329246833307295,1.6515103064581726,4.364879955183398,73.99267395592885
3.4320830384406076,6.96606913904037,38.37717641304895,2.2428833101707513,1.7367891395146218,73.99788701015606
8.234611276908065,4.280018293490415,36.8331768192164,2.2725763710805085,4.067770202128728,73.94229614248272
14.348108814670164,5.146677817251209,26.80632587363433,1.2637573971651186,4.9448566356422665,73.87007400786992
15.361310982388549,4.561077973551958,38.408680582193874,1.1302380096042899,0.2714595140564413,73.68230735730116
18.357922538926022,5.949025110751734,40.821981391224725,1.1078716226129437,2.3326317587318144,73.48853701478505
9.720917547932547,1.8267326934266928,40.15064716996065,1.759785706577978,2.7836233672275017,73.19234955469116
0.06500275403369393,6.056545649670805,12.54409340883621,1.0579272761410448,0.6990920144324253,73.1566302844668
1.7997150825721242,6.967179781748331,6.349800615691587,1.4838116796394314,3.3756319028520037,73.15759110769858
11.462767852425046,4.707896679325754,19.98917362022898,1.235076178032891,3.911609778752698,73.13667406188583
15.031437616062917,4.912725885259741,47.75089402258214,1.943615288656643,3.453730932140867,73.00018964340579
9.618105135854108,3.1135692618709836,45.997400808656046,2.4206848980282145,3.5411575780500115,72.81371017555445
17.40169554429534,4.438798996858756,15.577771913721495,2.169511933018572,3.165535012562415,72.75433625933857
16.814354648868544,5.070339511252824,20.582989475146935,2.1679724249167416,0.6083468546813681,72.55885025172324
8.415991800829634,2.4862048120969344,34.0800742484492,2.494720927429616,4.4603647274857465,72.32569578637145
3.8447979854544156,6.6590538441704314,44.5548741031582,2.318041109465421,3.1416435315411135,72.29848324724878
7.525749565129763,5.694565414771499,1.0103856245750276,2.4450814977743303,1.014058799857015,72.2475936418385
17.74577120345879,3.0901138722882564,11.567900465628522,1.229367028110054,1.1245801097948753,72.13543692854786
6.474402179677973,6.817505585154549,37.83697127718495,1.4731062545335818,3.465336230222038,71.98695378392894
15.211605852453136,6.87497574761069,46.56493027944345,1.4824923917143267,3.492578713644745,71.87852471574647
8.451170517201309,5.949424703429189,36.814792870367505,1.936236860407721,3.9609804143520604,71.60240888255927
13.385505097362916,6.8483876059273445,7.3175822178637056,1.0160223597083937,0.802944253305703,71.48404719820842
19.963719544069555,3.5404821905353843,6.023091941689712,2.4648905838836255,4.203118651089792,71.23167687072814
0.7070566406260625,1.6201293200476021,27.584613643115947,1.2024467132784735,3.6272733798618093,71.0641186320709
12.794687683375942,4.955587136248246,2.5701689333289868,1.1930924656539144,2.479030510053304,71.07305218695802
16.966076869300835,4.8643739350154815,47.030280458347086,2.464436599843616,1.6319631360844433,70.90514252842362
12.710914684507648,5.509418274040525,17.45492082779671,1.5292318999658623,0.6626558000810395,70.68706621614491
3.4451173797642554,4.699794248853235,46.833234748486746,1.794042865964206,1.6990215192511622,70.49535401821598
6.911456169051135,4.865199416759136,39.78834961773756,2.2185318144934585,2.4190765860639383,70.45884505873734
12.400346011125432,5.302230927028363,16.186092099043876,1.296151813628965,0.2954305949785996,70.38034835275194
3.1050979616585606,1.3264169589429906,38.79174297829371,1.070821888852702,4.29320271230199,70.19877453268371
6.69123280104126,2.3040787676866055,15.86019522928736,1.0768106256995276,0.3417302866964411,70.2001039794673
12.683190274812796,1.9151707810830711,47.466765217550915,1.0058205287095734,3.6258137265369244,70.15830078884872
6.888224158686733,5.638736546285665,33.28485895941493,1.6296960125203857,3.425289532185034,70.1009575734437
3.9753948181414245,5.371651908400458,13.338259370877326,2.432051079464966,4.407731653948135,70.00857229397073
17.968672659954677,1.4021190978897633,3.218056298256533,1.2690105196101333,1.4031515724707617,69.97903171443035
12.160181859601044,4.262102366645711,47.40971109459835,1.9834425829769051,1.7049582454758572,69.91399392277985
9.516758745589263,6.129241621370793,13.29943428464736,1.7126079080322831,2.3903395434854335,69.77942099751215
8.909694693096489,2.472938060969125,7.19332754547567,1.2822190479649347,1.826553323372389,69.62876322140394
3.8723328253384715,3.1378579145643037,32.96904531434427,1.4345904244035121,3.3117810320443035,69.57406577236277
2.291703934667857,2.1703219664833355,17.57206595896711,2.169699562743872,3.6634289661944464,69.55351082556409
14.161170270414123,6.3963385889938245,37.30211963591511,1.2930877166328534,3.2138783100945654,69.56177417233079
17.989649607894293,1.8518526590754503,0.7632356277803343,1.8419875956937455,0.2818513642299131,69.32170802427405
18.604967805544803,2.6166296661995183,5.096541602764098,2.161022462317558,0.37135001857307504,69.23061076386995
15.5014553344986,5.995162212401158,25.264307303001505,1.7725750608868054,1.7434472228402131,69.09761127785006
